full_name,url,language,stars,created_at,days_inactive,lot,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,comment_per_pr_avg,closed_issues,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,avg_file_size_loc,total_commits,net_loc,churn_loc,active_days,churn_hours,cycle_time_hours,cocomo_pm,cocomo_hours,effort_target,reliability_score
nushell/nushell,https://github.com/nushell/nushell,Rust,39165,2019-05-10T16:59:42Z,0,3,160.02,0.2538888888888889,8.954444444444444,417,0.1592,36,0.0,1,1.0,1,0.84,1,13.154,0.5699,15.63,0.1,0,0.0278,0.0,9125,456250,730000,4562,48666.7,105.9,1487.22,237954.7,71956.1,88.4
lapce/lapce,https://github.com/lapce/lapce,Rust,38320,2018-02-06T08:41:06Z,10,3,160.0,10.546388888888888,119.20361111111112,169,0.5888,65,0.0,1,2.5,1,0.74,0,12.814,0.028,64.36,0.16,0,0.0132,0.0,3436,171800,274880,1718,18325.3,1782.3,533.32,85330.7,26763.5,78.3
pola-rs/polars,https://github.com/pola-rs/polars,Rust,38293,2020-05-13T19:45:33Z,0,3,160.01,1.3138888888888889,18.357916666666668,444,0.4444,79,0.0,1,1.0,1,0.88,0,12.541,-2.5315,9.27,0.1,0,0.3691,0.0,13537,676850,1082960,6768,72197.3,583.4,2250.24,360037.9,108281.2,80.6
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,Rust,37887,2021-09-27T05:09:04Z,6,3,160.0,6.933472222222222,22.481666666666666,113,0.4176,56,0.0,1,1.0,1,0.0,0,9.246,-0.6538,63.68,0.36,28,0.2333,0.0,4864,243200,389120,2432,25941.3,783.5,768.2,122911.6,37788.0,80.3
sxyazi/yazi,https://github.com/sxyazi/yazi,Rust,37033,2023-07-08T11:45:55Z,3,3,160.0,9.286944444444444,3.4469444444444446,164,0.7676,77,0.0,1,1.0,1,1.0,0,10.075,-0.1294,44.0,0.26,0,0.0576,0.0,1390,69500,111200,695,7413.3,1523.1,247.44,39591.0,12081.8,77.1
servo/servo,https://github.com/servo/servo,Rust,36543,2012-02-08T19:07:25Z,0,3,160.0,20.704861111111114,16.068055555555553,407,0.0846,78,0.0,1,1.0,1,0.74,1,14.671,1.6853,8.16,0.29,36,0.3757,0.0,35717,1785850,2857360,17858,190490.7,8426.9,6232.3,997168.3,297207.1,89.2
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,Rust,36057,2020-03-05T13:11:40Z,12,3,160.0,7.076944444444445,91.37472222222222,99,0.769,80,0.0,1,3.0,1,0.92,1,13.114,-0.2028,68.15,0.25,0,0.2021,0.0,554,27700,44320,277,2954.7,700.6,94.19,15070.1,4701.6,74.6
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Rust,36012,2022-07-31T21:55:56Z,0,3,160.0,2.35,3.5883333333333334,65,0.8829,63,0.0,1,1.0,1,0.72,0,4.671,0.4825,68.86,0.25,0,0.0119,0.0,2554,127700,204320,1277,13621.3,152.8,468.7,74991.7,21854.8,76.2
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,C++,194858,2015-11-07T01:19:20Z,0,4,160.0,9.337777777777776,0.0,412,0.3745,39,0.0,1,0.0,1,0.86,0,10.719,8.3392,48.1,0.0,0,0.4417,0.0,153730,7686500,12298400,76865,819893.3,3847.2,28855.35,4616855.6,1334471.9,81.3
f/prompts.chat,https://github.com/f/prompts.chat,HTML,160552,2022-12-05T13:54:13Z,0,4,160.04,2.7527777777777778,39.66555555555556,255,0.3813,67,0.0,1,1.0,1,0.8,0,12.996,0.8322,0.0,0.12,77,0.5155,0.0,4251,212550,340080,2125,22672.0,702.0,666.88,106700.2,32886.6,81.2
rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,Jupyter Notebook,91353,2023-07-23T18:15:57Z,8,4,160.0,0.0,0.0,59,0.8397,0,0.0,1,1.0,1,1.0,0,11.971,-0.0664,0.0,0.34,14,0.2462,0.0,1042,52100,83360,521,5557.3,0.0,182.84,29254.5,8629.6,75.9
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,Jupyter Notebook,85441,2021-03-03T01:34:05Z,0,4,160.0,4.216527777777777,72.63347222222222,140,0.335,90,0.0,1,1.0,1,0.68,0,11.286,0.7273,0.0,0.37,12,0.1825,0.0,2146,107300,171680,1073,11445.3,590.3,325.34,52054.8,16310.7,81.7
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,,80464,2016-10-21T17:02:11Z,12,4,160.31,11.505416666666664,0.0,112,0.4836,80,0.0,1,1.0,1,0.0,0,7.311,-0.0629,0.0,0.34,0,0.0,0.0,519,25950,41520,259,2768.0,1288.6,73.29,11726.7,4115.9,71.9
mlabonne/llm-course,https://github.com/mlabonne/llm-course,,78650,2023-06-17T22:16:25Z,78,4,160.0,28.37236111111111,43.789722222222224,3,0.9792,2,0.0,1,1.0,0,0.0,0,5.08,-0.0769,0.0,0.4271,0,0.0,0.0,96,4800,7680,48,512.0,85.1,14.95,2392.3,760.0,32.4
netdata/netdata,https://github.com/netdata/netdata,C,78584,2013-06-17T18:39:10Z,0,4,160.0,1.6047222222222222,1.8619444444444448,402,0.3167,67,0.0,1,2.0,1,0.6,1,10.831,-0.3077,11.49,0.05,0,0.4462,0.0,20922,1046100,1673760,10461,111584.0,645.1,3554.37,568699.8,169725.5,86.8
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,C++,73715,2014-08-12T18:04:59Z,3,4,160.02,8.55,22.70125,196,0.3723,73,0.0,1,1.0,1,1.0,1,12.984,-0.451,88.14,0.43,0,0.0465,0.0,6451,322550,516080,3225,34405.3,1675.8,1033.33,165332.5,50771.9,86.0
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,,70570,2017-12-27T03:46:40Z,110,4,160.17,5.818333333333333,0.0,28,0.9546,37,0.0,1,2.0,1,1.0,0,10.547,0.0,0.0,0.64,0,0.0,0.0,947,47350,75760,473,5050.7,162.9,165.38,26460.5,7866.3,65.5
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,Jupyter Notebook,59924,2023-07-19T08:43:37Z,107,4,160.0,3.326111111111111,139.85875,22,0.2162,43,0.0,1,1.0,1,0.9583,0,8.647,0.0,0.0,0.01,37,0.1442,0.0,222,11100,17760,111,1184.0,73.2,30.05,4807.5,1575.5,62.3
JuliaLang/julia,https://github.com/JuliaLang/julia,Julia,48617,2011-04-21T07:01:50Z,0,4,160.0,1.8752777777777776,19.18111111111111,392,0.1832,80,0.0,1,1.0,1,0.96,1,14.922,-0.9266,14.91,0.12,0,0.302,0.0,54412,2720600,4352960,27206,290197.3,735.1,9696.37,1551419.2,455603.0,88.2
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,Jupyter Notebook,46858,2021-03-03T16:27:36Z,0,4,160.0,36.46833333333333,96.64958333333334,65,0.2527,38,0.0,1,1.0,1,0.78,0,10.162,-1.0629,0.0,0.2,6,0.0,0.0,1104,55200,88320,552,5888.0,2370.4,161.9,25904.0,8835.9,82.5
google-research/google-research,https://github.com/google-research/google-research,Jupyter Notebook,37786,2018-10-04T18:42:48Z,0,4,160.04,289.6890277777778,52.102777777777774,389,0.0643,26,0.0,1,1.0,1,0.74,0,11.849,0.4685,0.0,0.05,0,0.5161,0.0,3609,180450,288720,1804,19248.0,112689.0,561.55,89847.5,61400.2,84.4
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,C++,34911,2019-06-13T19:16:41Z,0,4,160.0,0.0,402.5369444444444,100,0.2889,0,0.0,1,1.0,1,0.92,0,8.763,0.7343,45.42,0.11,1,0.3679,0.0,2582,129100,206560,1291,13770.7,0.0,395.08,63212.6,19527.9,82.1
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,Jupyter Notebook,34062,2024-10-21T10:43:24Z,32,4,160.32,46.473888888888894,2035.55125,12,0.5188,46,0.0,1,1.0,0,0.0,0,6.821,-0.2692,0.0,0.08,0,0.1091,0.0,505,25250,40400,252,2693.3,557.7,71.22,11394.8,3792.9,53.7
openai/CLIP,https://github.com/openai/CLIP,Jupyter Notebook,33318,2020-12-16T11:24:42Z,30,4,160.0,71.12305555555557,126.13472222222222,23,0.5517,28,0.0,1,1.0,1,0.0,1,14.258,-0.014,0.0,0.1724,0,0.0093,0.0,58,2900,4640,29,309.3,1635.8,7.34,1174.5,880.3,67.9
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Python,31077,2019-03-31T00:45:57Z,1,4,160.02,2.5097222222222224,134.31944444444446,432,0.2416,83,0.0,1,3.0,1,0.76,1,11.777,0.507,28.57,0.04,2,0.0024,0.0,9641,482050,771280,4820,51418.7,1084.2,1575.64,252102.9,76455.2,87.5
qdrant/qdrant,https://github.com/qdrant/qdrant,Rust,30638,2020-05-30T21:37:01Z,0,4,160.0,8.854583333333334,32.41638888888889,153,0.2321,74,0.0,1,2.0,1,0.76,1,11.419,-4.2413,15.99,0.0,0,0.1266,0.0,4170,208500,333600,2085,22240.0,1354.8,653.54,104566.5,32439.7,87.7
JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Python,29350,2020-03-14T11:46:39Z,140,4,160.27,9.322222222222225,112.9972222222222,114,0.5538,78,0.0,1,3.0,0,0.0,0,9.885,0.0,92.03,0.07,2,0.2286,0.0,585,29250,46800,292,3120.0,1062.7,83.11,13297.3,4538.3,51.6
academic/awesome-datascience,https://github.com/academic/awesome-datascience,,28882,2014-07-05T07:07:43Z,2,4,160.14,3.4006944444444445,591.223888888889,282,0.4333,78,0.0,1,0.0,1,0.24,0,14.416,0.8706,67.62,0.23,0,0.0,0.0,1147,57350,91760,573,6117.3,959.0,168.53,26964.4,8739.2,80.5
dmlc/xgboost,https://github.com/dmlc/xgboost,C++,28312,2014-02-06T17:28:03Z,0,4,160.0,2.6552777777777776,124.58875,398,0.2643,57,0.0,1,2.0,1,0.64,1,12.459,-0.3252,31.0,0.11,0,0.553,0.0,7250,362500,580000,3625,38666.7,1056.8,1168.11,186898.0,57030.0,87.4
fastai/fastai,https://github.com/fastai/fastai,Jupyter Notebook,27985,2017-09-09T17:43:36Z,18,4,160.0,27.85736111111111,142.9463888888889,240,0.356,74,0.0,1,1.0,1,0.44,0,12.297,-0.1888,48.15,0.2,36,0.0149,0.0,2660,133000,212800,1330,14186.7,6685.8,407.62,65219.2,22142.9,79.9
srbhr/Resume-Matcher,https://github.com/srbhr/Resume-Matcher,TypeScript,26802,2020-04-08T03:26:49Z,0,4,160.0,31.41027777777778,178.96527777777777,73,0.7356,55,0.0,1,1.0,1,0.82,0,6.735,-0.9825,220.8,0.12,0,0.3998,0.0,1078,53900,86240,539,5749.3,2293.0,189.48,30316.6,9625.9,77.6
modular/modular,https://github.com/modular/modular,Mojo,25903,2023-04-28T22:17:24Z,0,4,160.0,20.578333333333333,60.855555555555554,374,0.1206,64,0.0,1,1.0,1,0.9,0,12.334,7.2028,12.78,0.0,100,0.4477,0.0,31996,1599800,2559680,15998,170645.3,7696.3,5552.39,888382.9,265308.1,83.8
datawhalechina/pumpkin-book,https://github.com/datawhalechina/pumpkin-book,,25785,2018-12-22T05:05:24Z,2,4,160.0,0.7009722222222222,25.699166666666667,24,0.726,28,0.0,1,1.0,1,0.3889,0,9.859,0.0,164.12,0.34,6,0.0,0.0,500,25000,40000,250,2666.7,16.8,84.57,13531.6,4044.7,70.1
ageron/handson-ml,https://github.com/ageron/handson-ml,Jupyter Notebook,25655,2016-02-16T19:48:39Z,36,4,160.32,41.98694444444445,131.9011111111111,35,0.8303,55,0.0,1,0.0,0,0.0,0,16.266,0.007,0.0,0.1,31,0.0033,0.0,495,24750,39600,247,2640.0,1469.5,83.68,13389.6,4438.8,56.1
mlflow/mlflow,https://github.com/mlflow/mlflow,Python,25536,2018-06-05T16:05:58Z,0,4,160.0,15.138333333333334,14.65972222222222,448,0.2372,89,0.0,1,2.0,1,0.44,1,8.371,-0.6503,6.04,0.0,354,0.3908,0.0,11058,552900,884640,5529,58976.0,6782.0,1819.66,291145.5,89751.7,87.6
shap/shap,https://github.com/shap/shap,Jupyter Notebook,25346,2016-11-22T19:17:08Z,2,4,160.0,28.26013888888889,49.75305555555556,258,0.4809,94,0.0,1,1.0,1,0.12,1,11.152,1.014,90.71,0.08,4,0.013,0.0,2720,136000,217600,1360,14506.7,7291.1,417.28,66764.7,22793.6,85.0
deepset-ai/haystack,https://github.com/deepset-ai/haystack,MDX,24977,2019-11-14T09:05:28Z,0,4,160.03,4.347638888888889,70.2786111111111,339,0.1102,90,0.0,1,1.0,1,0.8,1,11.448,-0.1294,8.29,0.0,250,0.2092,0.0,5111,255550,408880,2555,27258.7,1473.8,809.21,129473.5,39966.2,88.9
mxgmn/WaveFunctionCollapse,https://github.com/mxgmn/WaveFunctionCollapse,C#,24881,2016-09-30T11:53:17Z,33,4,160.0,15.831111111111111,12.926944444444445,19,0.859,23,0.0,1,1.0,0,0.0,0,10.642,0.035,0.0,0.2,0,0.0,0.0,156,7800,12480,78,832.0,300.8,24.89,3983.0,1302.8,50.2
trekhleb/homemade-machine-learning,https://github.com/trekhleb/homemade-machine-learning,Jupyter Notebook,24489,2018-11-01T04:34:19Z,152,4,160.63,31.573888888888888,57.73305555555555,3,0.9922,3,0.0,1,0.0,0,0.0,0,13.336,0.0,0.0,0.13,2,0.0059,0.0,255,12750,20400,127,1360.0,94.7,41.7,6672.6,2042.9,28.5
PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,C++,23851,2016-08-15T06:59:08Z,0,4,160.0,13.751111111111111,31.70097222222222,359,0.0492,76,0.0,1,2.0,1,0.42,1,12.215,-4.3916,54.46,0.12,83,0.5381,0.0,49906,2495300,3992480,24953,266165.3,4936.6,8855.03,1416805.2,417924.7,89.5
harvard-edge/cs249r_book,https://github.com/harvard-edge/cs249r_book,Python,23765,2023-09-06T19:31:06Z,0,4,160.0,3.462222222222222,0.0,94,0.8991,75,0.0,1,3.0,1,0.62,0,11.55,40.6154,13.57,0.0,8,0.6213,0.0,11820,591000,945600,5910,63040.0,325.4,2341.85,374696.2,106556.9,76.0
lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,,23439,2020-11-29T19:41:36Z,1,4,160.0,7.672499999999999,0.0,56,0.8862,52,0.0,1,1.0,1,0.5,0,13.314,0.0105,2.65,0.04,0,0.0,0.0,624,31200,49920,312,3328.0,429.7,106.72,17075.6,5208.0,70.4
spmallick/learnopencv,https://github.com/spmallick/learnopencv,Jupyter Notebook,22888,2015-02-17T08:00:51Z,1,4,160.06,1.4622222222222223,2492.5175,87,0.2413,63,0.0,1,1.0,0,0.0,0,10.582,-0.0524,7.91,0.11,0,0.0194,0.0,2611,130550,208880,1305,13925.3,127.2,399.74,63958.3,19792.5,72.5
serengil/deepface,https://github.com/serengil/deepface,Python,22623,2020-02-08T20:42:28Z,1,4,160.08,12.50361111111111,23.851388888888888,87,0.7805,58,0.0,1,1.5,1,0.76,1,10.056,0.0035,79.09,0.39,5,0.0075,0.0,1945,97250,155600,972,10373.3,1087.8,352.11,56337.4,16780.5,82.1
amusi/CVPR2026-Papers-with-Code,https://github.com/amusi/CVPR2026-Papers-with-Code,,22467,2020-02-26T06:04:25Z,47,4,160.24,4.862638888888888,278.4088888888889,4,0.9955,4,0.0,1,0.0,0,0.0,0,9.576,-0.0559,0.0,0.2,0,0.0,0.0,667,33350,53360,333,3557.3,19.5,114.46,18313.2,5447.1,44.1
nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Rust,22242,2018-06-25T06:26:16Z,0,4,160.0,0.925138888888889,22.648333333333333,141,0.8961,28,0.0,1,1.0,1,0.92,1,9.834,2.2937,17.1,0.3,249,0.3437,0.0,18414,920700,1473120,9207,98208.0,130.4,3730.07,596810.6,168505.2,81.0
recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,Python,21661,2018-09-19T10:06:07Z,6,4,160.02,3.26125,402.88958333333335,109,0.4254,52,0.0,1,1.0,1,0.6,1,12.456,-0.986,262.69,0.25,8,0.0206,0.0,8881,444050,710480,4440,47365.3,355.5,1445.49,231278.2,70044.9,85.2
huggingface/datasets,https://github.com/huggingface/datasets,Python,21443,2020-03-26T09:23:22Z,0,4,160.0,3.4120833333333334,131.59416666666667,441,0.2967,66,0.0,1,1.0,1,0.48,1,9.11,0.0105,20.18,0.01,13,0.0001,0.0,3890,194500,311200,1945,20746.7,1504.7,607.54,97206.8,30266.1,87.0
RasaHQ/rasa,https://github.com/RasaHQ/rasa,Python,21138,2016-10-14T12:27:49Z,85,4,160.01,15.509305555555557,2979.0591666666664,295,0.1306,80,0.0,1,1.0,1,0.5,1,12.561,0.0,48.93,0.0,188,0.0069,0.0,29129,1456450,2330320,14564,155354.7,4575.2,5031.2,804992.0,240048.3,81.6
Zeyi-Lin/HivisionIDPhotos,https://github.com/Zeyi-Lin/HivisionIDPhotos,Python,21043,2023-06-18T20:17:56Z,36,4,160.36,1.4883333333333333,99.0125,24,0.8966,24,0.0,1,0.0,1,0.0,1,6.438,0.0035,104.0,0.28,1,0.0054,0.0,445,22250,35600,222,2373.3,35.7,74.83,11973.2,3592.0,69.7
onnx/onnx,https://github.com/onnx/onnx,Python,20707,2017-09-07T04:53:45Z,0,4,160.0,8.808333333333334,189.14888888888888,341,0.0959,79,0.0,1,1.0,1,0.8,0,9.791,-0.1119,57.09,0.26,2,0.4728,0.0,3148,157400,251840,1574,16789.3,3003.6,486.48,77837.0,24863.1,84.0
marimo-team/marimo,https://github.com/marimo-team/marimo,Python,20603,2023-08-14T18:56:20Z,0,4,160.0,4.712777777777778,15.530416666666667,261,0.4464,85,0.0,1,2.0,1,0.46,1,12.577,0.9406,5.91,0.02,18,0.385,0.0,5542,277100,443360,2771,29557.3,1230.0,881.01,140961.2,43339.9,85.5
EthicalML/awesome-production-machine-learning,https://github.com/EthicalML/awesome-production-machine-learning,,20438,2018-08-15T14:28:41Z,0,4,160.0,8.208333333333334,591.1911111111111,186,0.4838,85,0.0,1,1.0,1,0.92,0,12.48,0.0315,5.26,0.25,0,0.0,0.0,1174,58700,93920,587,6261.3,1526.8,172.7,27631.3,9115.0,80.2
microsoft/onnxruntime,https://github.com/microsoft/onnxruntime,C++,20302,2018-11-10T02:22:53Z,0,4,160.01,2.5708333333333333,52.91944444444445,390,0.0555,91,0.0,1,3.0,1,0.94,0,11.24,1.0839,26.42,0.05,0,0.1067,0.0,11815,590750,945200,5907,63013.3,1002.6,1950.68,312108.2,94229.1,84.4
AI4Finance-Foundation/FinGPT,https://github.com/AI4Finance-Foundation/FinGPT,Jupyter Notebook,19783,2023-02-11T20:21:34Z,1,4,160.24,4.265,86.8111111111111,33,0.4393,33,0.0,1,1.0,0,0.0,1,8.713,0.2483,0.0,0.2,1,0.1671,0.0,667,33350,53360,333,3557.3,140.7,95.38,15261.0,4873.1,70.5
k4yt3x/video2x,https://github.com/k4yt3x/video2x,C++,19581,2018-02-24T16:34:41Z,48,4,160.16,10.363333333333332,34.117222222222225,24,0.9511,44,0.0,1,1.0,1,0.96,0,9.647,-0.007,180.07,0.38,0,0.1952,0.0,1023,51150,81840,511,5456.0,248.7,179.34,28694.6,8541.5,71.5
Unity-Technologies/ml-agents,https://github.com/Unity-Technologies/ml-agents,C#,19352,2017-09-08T21:09:04Z,7,4,160.0,2.5341666666666667,1057.893611111111,149,0.2953,91,0.0,1,1.0,1,0.86,0,10.373,-0.0105,110.62,0.19,0,0.4525,0.0,2110,105500,168800,1055,11253.3,377.6,319.61,51138.3,15967.6,81.5
tensorflow/tfjs,https://github.com/tensorflow/tfjs,TypeScript,19112,2018-03-05T05:41:02Z,8,4,160.0,10.30638888888889,402.43666666666667,339,0.1178,83,0.0,1,1.0,1,0.34,0,13.661,0.0245,22.86,0.04,101,0.1984,0.0,4956,247800,396480,2478,26432.0,3493.9,783.46,125353.8,39334.9,83.2
amark/gun,https://github.com/amark/gun,JavaScript,19022,2014-07-31T15:52:10Z,55,4,160.06,1.1636111111111112,164.2422222222222,142,0.7038,53,0.0,1,1.0,1,0.5714,1,14.913,-0.0594,178.77,0.22,38,0.1274,0.0,2495,124750,199600,1247,13306.7,165.2,457.34,73173.7,21337.7,78.4
keon/awesome-nlp,https://github.com/keon/awesome-nlp,,18434,2015-12-01T11:11:33Z,18,4,160.29,4.443333333333333,6865.3358333333335,137,0.3453,88,0.0,1,0.0,0,0.0,0,12.248,-0.1084,0.0,0.13,0,0.0,0.0,559,27950,44720,279,2981.3,608.7,79.23,12677.5,4208.8,63.4
screenpipe/screenpipe,https://github.com/screenpipe/screenpipe,Rust,18371,2024-06-19T13:23:56Z,0,4,160.02,0.3566666666666667,13.711666666666666,102,0.87,43,0.0,1,0.0,1,0.32,0,8.763,-18.2378,0.61,0.2,0,0.4019,0.0,8183,409150,654640,4091,43642.7,36.4,1591.73,254676.7,72767.6,76.3
meta-llama/llama-cookbook,https://github.com/meta-llama/llama-cookbook,Jupyter Notebook,18301,2023-07-17T07:33:48Z,3,4,160.0,48.58,120.91888888888889,124,0.1132,79,0.0,1,1.0,1,0.24,0,11.746,0.0,47.79,0.06,6,0.0639,0.0,2174,108700,173920,1087,11594.7,6023.9,329.8,52768.2,18158.2,83.6
lightgbm-org/LightGBM,https://github.com/lightgbm-org/LightGBM,C++,18286,2016-08-05T05:45:50Z,1,4,160.04,6.332222222222223,709.5361111111112,328,0.2448,88,0.0,1,1.0,1,0.62,1,10.679,0.1049,78.14,0.14,0,0.4937,0.0,3771,188550,301680,1885,20112.0,2077.0,588.04,94086.9,29496.5,87.5
arc53/DocsGPT,https://github.com/arc53/DocsGPT,Python,17850,2023-02-02T11:03:23Z,1,4,160.0,2.6194444444444445,272.9952777777778,220,0.4337,66,0.0,1,1.0,1,0.9,1,8.147,5.1783,43.28,0.21,0,0.2535,0.0,4330,216500,346400,2165,23093.3,576.3,679.9,108783.2,33476.2,85.6
stas00/ml-engineering,https://github.com/stas00/ml-engineering,Python,17786,2020-09-02T19:23:01Z,39,4,160.0,6.370555555555556,31.258055555555558,46,0.9082,67,0.0,1,1.0,0,0.0,0,11.177,-0.1748,0.0,0.07,0,0.1277,0.0,1046,52300,83680,523,5578.7,293.0,183.58,29372.4,8751.7,62.7
mrdbourke/pytorch-deep-learning,https://github.com/mrdbourke/pytorch-deep-learning,Jupyter Notebook,17734,2021-10-19T00:49:19Z,72,4,160.0,90.93694444444444,140.33972222222224,60,0.8489,83,0.0,1,0.0,1,0.0,0,9.988,-0.1259,0.0,0.11,0,0.0003,0.0,1264,63200,101120,632,6741.3,5456.2,223.95,35831.5,12173.8,70.5
NLP-LOVE/ML-NLP,https://github.com/NLP-LOVE/ML-NLP,Jupyter Notebook,17638,2019-07-05T12:49:53Z,105,4,160.0,97.72361111111113,0.3908333333333333,2,0.9968,1,0.0,1,0.0,0,0.0,0,6.822,0.0,0.0,0.29,0,0.0898,0.0,312,15600,24960,156,1664.0,195.4,51.54,8246.9,2540.0,32.5
pytorch/vision,https://github.com/pytorch/vision,Python,17638,2016-11-09T23:11:43Z,0,4,160.0,1.8719444444444444,258.2027777777778,446,0.1671,59,0.0,1,1.0,1,0.94,1,12.956,-0.3392,29.85,0.03,4,0.1067,0.0,3920,196000,313600,1960,20906.7,834.9,612.46,97994.1,30302.6,88.3
NVlabs/instant-ngp,https://github.com/NVlabs/instant-ngp,Cuda,17366,2022-01-05T17:11:30Z,81,4,160.0,2.305555555555556,39.561388888888885,43,0.8614,73,0.0,1,3.0,1,0.64,0,12.636,-0.0769,0.0,0.22,1,0.2574,0.0,772,38600,61760,386,4117.3,99.1,133.45,21351.5,6358.7,66.2
UFund-Me/Qbot,https://github.com/UFund-Me/Qbot,Jupyter Notebook,17079,2022-11-23T01:37:43Z,44,4,161.07,4123.8613888888885,22.35263888888889,3,0.9868,1,0.0,1,1.0,1,0.46,1,8.875,-0.035,118.18,0.43,8,0.3228,0.0,151,7550,12080,75,805.3,12371.6,24.06,3849.1,4883.9,51.0
bbfamily/abu,https://github.com/bbfamily/abu,Python,16954,2016-09-19T15:31:53Z,91,4,160.0,0.0,0.0,2,0.9583,0,0.0,1,0.0,0,0.0,0,12.329,0.0,0.0,0.3151,0,0.0,0.0,72,3600,5760,36,384.0,0.0,11.05,1768.6,545.7,30.4
argoproj/argo-workflows,https://github.com/argoproj/argo-workflows,Go,16642,2017-08-21T18:50:44Z,1,4,160.0,11.632777777777775,6.045833333333333,422,0.1776,78,0.0,1,1.0,1,0.62,1,12.044,0.7517,8.95,0.05,0,0.1485,0.0,4678,233900,374240,2339,24949.3,4909.0,737.38,117981.2,37543.6,88.1
datawhalechina/leedl-tutorial,https://github.com/datawhalechina/leedl-tutorial,Jupyter Notebook,16502,2019-07-02T01:05:11Z,153,4,160.31,4.774722222222223,293.2402777777778,11,0.2726,3,0.0,1,0.0,1,0.9167,0,8.646,0.0,34.26,0.24,0,0.0,0.0,521,26050,41680,260,2778.7,52.5,73.59,11774.1,3759.9,55.6
bharathgs/Awesome-pytorch-list,https://github.com/bharathgs/Awesome-pytorch-list,,16481,2017-03-01T16:58:16Z,83,4,160.0,11.864166666666666,578.0108333333333,75,0.868,83,0.0,1,1.0,1,0.6667,0,12.847,-0.1154,0.0,0.1,0,0.0,0.0,750,37500,60000,375,4000.0,889.8,129.46,20713.1,6409.6,65.7
piskvorky/gensim,https://github.com/piskvorky/gensim,Python,16398,2011-02-10T07:43:04Z,174,4,160.04,57.21861111111111,20.731388888888887,396,0.3635,76,0.0,1,4.5,1,0.24,0,14.715,0.0,147.86,0.14,10,0.0835,0.0,4105,205250,328400,2052,21893.3,22658.6,642.85,102855.7,38315.4,66.9
ramitsurana/awesome-kubernetes,https://github.com/ramitsurana/awesome-kubernetes,Shell,15901,2015-10-15T12:14:48Z,56,4,160.0,10.112222222222222,2653.5716666666667,362,0.4432,93,0.0,1,1.0,1,0.78,0,12.146,-0.2238,5.19,0.25,0,0.4844,0.0,1038,51900,83040,519,5536.0,3660.6,151.75,24280.5,8722.3,75.9
kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,,15599,2017-11-30T18:44:19Z,109,4,160.0,17.40361111111111,19.254305555555558,284,0.1198,90,0.0,1,1.0,1,0.56,0,11.011,0.0,81.07,0.2,0,0.0,0.0,2228,111400,178240,1114,11882.7,4942.6,338.41,54145.3,18253.2,74.7
treeverse/dvc,https://github.com/treeverse/dvc,Python,15562,2017-03-04T08:16:33Z,4,4,160.02,1.598472222222222,45.37166666666667,290,0.4352,78,0.0,1,1.0,1,0.9,1,11.834,0.0035,22.12,0.13,170,0.0,0.0,7943,397150,635440,3971,42362.7,463.6,1285.62,205699.6,62460.4,85.3
memvid/memvid,https://github.com/memvid/memvid,Rust,15106,2025-05-27T16:01:08Z,39,4,160.63,4.767777777777778,103.6325,23,0.2627,41,0.0,1,1.0,1,0.46,1,6.491,-0.6713,61.62,0.5,0,0.015,0.0,255,12750,20400,127,1360.0,109.7,34.75,5560.5,1825.0,72.9
ty4z2008/Qix,https://github.com/ty4z2008/Qix,,15101,2014-04-20T11:03:15Z,26,4,160.0,46.034444444444446,77.82055555555556,12,0.9902,15,0.0,1,1.0,0,0.0,0,13.802,0.0524,0.0,0.43,0,0.0,0.0,1230,61500,98400,615,6560.0,552.4,217.63,34820.2,10409.8,56.9
